캠핑장명,운영기관,관리기관,업종,주소,주요시설,화장실(개),샤워실(개),반려동물_동반여부,전화번호,예약페이지,대표사진,데크사이트,파쇄석사이트,카라반사이트,시도,시군구,경도,위도
치올라 캠핑장,민간,직영,일반야영장,강원특별자치도 원주시 소초면 무쇠점1길 52,,0,0,불가능,0507-1450-0946,https://www.camfit.co.kr/camp/66f11d5ed9ceac001e9a4114,https://gocamping.or.kr/upload/camp/101573/thumb/thumb_720_6670lH3TpvPFoHBa307nyigZ.jpg,0,0,0,강원도,원주시,128.053092354648,37.4232757023582
치인야영장,국립공원,직영,일반야영장,경상남도 합천군 가야면 치인리 산 16-1 ,,1,1,불가능,055-930-8000,,https://gocamping.or.kr/upload/camp/7067/thumb/thumb_720_5107gLs2wn2uVefpmwY1Gc4r.jpg,0,0,0,경상남도,합천군,128.0840614,35.7956874
치휴관광농원 야영장,민간,직영,일반야영장,충남 논산시 연산면 선비로604번길 16,"전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",4,4,가능,0507-1432-2098,https://deokbawi.co.kr/reservation,https://gocamping.or.kr/upload/camp/101208/thumb/thumb_720_7805zUPnKhMJd8iP2RBq2mrn.jpg,50,0,0,충청남도,논산시,127.1825423,36.2364157
칠갑산관광농원,민간,직영,자동차야영장,충남 청양군 화성면 구숫골길 105-19,"전기,온수,물놀이장,놀이터",2,2,가능,041-942-8110,"https://map.naver.com/p/entry/place/1212309742?c=17.53,0,0,0,dh",https://gocamping.or.kr/upload/camp/100700/thumb/thumb_720_3626xWhsSzZC2UoLa8Cu2Kn8.jpg,15,0,0,충청남도,청양군,126.7257635,36.4356073
칠갑산도림휴양림캠핑장,민간,직영,"일반야영장,글램핑",충남 청양군 장평면 도림로 354,"온수,물놀이장,운동시설",2,2,가능(소형견),041-943-9848,,https://gocamping.or.kr/upload/camp/3014/thumb/thumb_720_3513JfedWeg2qwlJPV8qY4WM.jpg,9,0,0,충청남도,청양군,126.898001540882,36.3926820217783
칠곡보 오토캠핑장,민간,직영,자동차야영장,경북 칠곡군 약목면 강변서로 110-43,"전기,온수,물놀이장,놀이터,운동시설",4,2,불가능,054-972-0100,https://camp.xticket.kr/web/main?shopEncode=3b8dfd4fe83ef398626319d169929b5df473aafca57da427af869db901ce8b86,https://gocamping.or.kr/upload/camp/3016/thumb/thumb_720_1614JT9TXGx6Lx1xXPIWCAlA.jpg,9,40,20,경상북도,칠곡군,128.394567851472,36.0205893428226
칠보산자연휴양림야영장,자연휴양림,직영,일반야영장,경상북도 영덕군 병곡면 칠보산길 587 ,"온수,놀이터",4,1,불가능,054-732-1607,http://www.huyang.go.kr/main.action,https://gocamping.or.kr/upload/camp/400/thumb/thumb_720_6207LOV7TgqJOpT59VtUoVW0.jpg,27,10,0,경상북도,영덕군,129.368177309836,36.6236450450679
칠봉 송정 캠핑장,민간,직영,자동차야영장,강원특별자치도 원주시 호저면 칠봉로 533,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",4,5,가능,033-732-1162,,https://gocamping.or.kr/upload/camp/101177/thumb/thumb_720_7706bKoVKw6acplghEmN70gZ.jpg,0,0,0,강원도,원주시,127.8865536,37.4403237
칠봉두루뭉캠핑장,민간,직영,일반야영장,강원도 원주시 호저면 산현리 513-17 ,"전기,무선인터넷,장작판매,온수,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100498/thumb/thumb_720_05465yO21WSvg2EW6XpzQJeJ.jpg,40,0,0,강원도,원주시,127.8924615,37.4399144
칠봉산캠프,,직영,일반야영장,경기도 동두천시 천보산로 412-31 (탑동동),,0,0,,,,,0,0,0,경기도,동두천시,127.107886071261,37.8734589754518
카누글램핑펜션,지자체,직영,"일반야영장,글램핑",강원 화천군 사내면 포화로 1004-21,"전기,온수,물놀이장,운동시설",2,2,불가능,010-4800-8349,,https://gocamping.or.kr/upload/camp/3024/thumb/thumb_720_4035RQROZmwYBLVsR0p1i3pW.jpg,0,0,0,강원도,화천군,127.511075407238,38.0589792922044
카라몽(KARA MONG),,직영,일반야영장,제주특별자치도 서귀포시 안덕면 일주서로 1613-19,,0,0,,,,,0,0,0,제주특별자치도,서귀포시,126.343428478708,33.2538012422876
카라반 르 몽드,민간,위탁,"자동차야영장,카라반",경남 김해시 가야테마길 161 (어방동),"전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설",1,1,불가능,055-311-5588,http://르몽드.com/sub/sub04_01.php,https://gocamping.or.kr/upload/camp/3025/thumb/thumb_720_906306AZpjpsLdEgJqJAv85E.jpg,0,0,0,경상남도,김해시,128.89374938352,35.2516350785204
카라반스,민간,직영,카라반,경북 경주시 동방안1길 47 (동방동),"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",10,10,가능,0507-1426-0938,http://www.5th-season.co.kr/html/sub6_reser.html,https://gocamping.or.kr/upload/camp/101052/thumb/thumb_720_6293k9zp7tbizYaGqm8C5Akk.jpg,0,0,0,경상북도,경주시,129.2661835,35.8058887
카라반캠핑 고요,민간,직영,카라반,전북특별자치도 무주군 설천면 구천동로 1048-26,"전기,무선인터넷,장작판매,온수,산책로",8,8,불가능,062-322-0802,"https://map.naver.com/p/search/%EC%B9%B4%EB%9D%BC%EB%B0%98%EC%BA%A0%ED%95%91%20%EA%B3%A0%EC%9A%94/place/35022087?placePath=/room?entry=pll&from=nx&fromPanelNum=2&timestamp=202601131523&locale=ko&svcName=map_pcv5&searchText=%EC%B9%B4%EB%9D%BC%EB%B0%98%EC%BA%A0%ED%95%91%20%EA%B3%A0%EC%9A%94&businessCategory=camping&level=top&guest=2&checkin=20260114&checkout=20260115&fromNxList=true&searchType=place&c=15.95,0,0,0,dh",https://gocamping.or.kr/upload/camp/101849/thumb/thumb_720_5300WMWVN5Fr6MWvzzZK4MdV.jpg,1,2,4,전라북도,무주군,127.763290156119,35.9068847481654
카라반파크 아마존,민간,직영,"일반야영장,카라반",전북특별자치도 완주군 구이면 신전길 75-96,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점",0,0,불가능,063-279-9282,https://stay.sosyge.net/bUEmHySAz6cAITNnDCoK/,https://gocamping.or.kr/upload/camp/100211/thumb/thumb_720_95766Ay8F20itzSQlAdmN04R.jpg,0,0,0,전라북도,완주군,127.10885129075,35.7194453641102
카라카리조트,민간,직영,일반야영장,울산광역시 울주군 서생면 해맞이로 964,"전기,무선인터넷,장작판매,온수,물놀이장,산책로",0,0,불가능,052-976-9623,,https://gocamping.or.kr/upload/camp/102014/thumb/thumb_720_96569KOnPM5c3T92kwFPES28.pdf,0,0,0,울산광역시,울주군,129.33329264895,35.3520154775934
카이프리미엄글램핑,,직영,일반야영장,경기도 가평군 가평읍 상지로 687,,0,0,,,,,0,0,0,경기도,가평군,127.495084057943,37.751777222026
카페 작금,민간,직영,일반야영장,전남광주통합특별시 여수시 돌산읍 돌산로 649-12,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",2,8,가능(소형견),,https://camfit.co.kr/camp/657a95180cdff9001eee133c,https://gocamping.or.kr/upload/camp/101247/thumb/thumb_720_5716uaUodh1FQGh8auH828tG.jpg,0,0,0,전남광주통합특별시,여수시,127.760045777291,34.5928281552681
캄비오 캠핑장,민간,직영,"일반야영장,카라반",대구 동구 팔공로 1473 (능성동),"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",1,1,불가능,,https://naver.me/5tJr2RaF,https://gocamping.or.kr/upload/camp/101574/thumb/thumb_720_4953xnJhyJK6BL2DnB8iqWxm.jpg,0,0,0,대구광역시,동구,128.737465384836,35.9632584319361
캐닌힐스(CANINHILLS),민간,직영,"일반야영장,카라반",강원 홍천군 서면 가일길39번길 35,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,불가능,010-9804-4669,,https://gocamping.or.kr/upload/camp/100243/thumb/thumb_720_47202siceTi5DvqYwHW2107l.jpg,0,0,0,강원도,홍천군,127.6056251,37.6636713
캐빈브리즈,,직영,자동차야영장,경기도 양평군 용문면 조계골길 67,,0,0,,,,,0,0,0,경기도,양평군,127.585128107119,37.5486198631869
캐스트라글램핑,민간,직영,글램핑,경기 가평군 북면 멱골로 398-24,,0,0,불가능,010-2124-0357,"https://map.naver.com/p/entry/place/1936221363?c=15.00,0,0,0,dh&placePath=/room?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601131449&locale=ko&svcName=map_pcv5&businessCategory=camping&fromPanelNum=1&additionalHeight=76&timestamp=202601131448&locale=ko&svcName=map_pcv5&businessCategory=camping",https://gocamping.or.kr/upload/camp/101754/thumb/thumb_720_0912GJYF8pCFUfLB4QhFMs5B.png,0,0,0,경기도,가평군,127.583809053086,37.9238119252076
캠블리 캠핑,민간,직영,자동차야영장,강원특별자치도 영월군 김삿갓면 김삿갓로 497-35,"전기,무선인터넷,장작판매,온수",0,0,불가능,010-5707-1157,https://camvly.modoo.at/?link=8dgaq8tx,https://gocamping.or.kr/upload/camp/101456/thumb/thumb_720_6892fJvMIEgOHNKYImYnJcm8.jpg,0,0,0,강원도,영월군,128.604410,37.1010812
캠앤캠아지트,민간,직영,일반야영장,경남 밀양시 단장면 구천1길 9-16,"전기,무선인터넷,장작판매,온수,운동시설",0,0,가능,,https://cafe.naver.com/cnchidingplace,https://gocamping.or.kr/upload/camp/100293/thumb/thumb_720_8356wJgDEevJS8XgGWfvnwWs.jpg,16,0,0,경상남도,밀양시,128.9226331,35.5396942
캠퍼디,,직영,자동차야영장,경기 여주시 북내면 여강로 375,,0,0,,,,,0,0,0,경기도,여주시,127.685994991528,37.3329311722144
캠퍼휴 태성리 캠핑장,,직영,일반야영장,충북 괴산군 칠성면 각연길 136,,0,0,,,,,0,0,0,충청북도,괴산군,127.904458387476,36.7728894812033
캠프 고토일,민간,직영,일반야영장,강원 평창군 봉평면 흥정계곡3길 60,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",1,1,불가능,,https://www.camfit.co.kr/camp/6267933d5b69c8001e38b842,https://gocamping.or.kr/upload/camp/100204/thumb/thumb_720_6706lg7HbXyZq1OUSwHmo7TR.jpg,4,2,0,강원도,평창군,128.328674898457,37.6481923094205
캠프 너겟,민간,직영,일반야영장,경기 양평군 강상면 강상로 350,,0,0,,,,,0,0,0,경기도,양평군,127.470409516166,37.4661736837294
캠프 네버랜드,민간,직영,일반야영장,경기도 가평군 조종면 대보간선로 525-16,"전기,마트.편의점",0,0,가능(소형견),010-7319-1678,https://m.thankqcamping.com/resv/view.hbb?cseq=17644&go_main=Y&path=RP,https://gocamping.or.kr/upload/camp/101938/thumb/thumb_720_490011K6T8PYXDbIOuKRG8IE.jpg,43,0,0,경기도,가평군,127.382067938295,37.7979335112296
캠프 노마드,민간,직영,"일반야영장,카라반,글램핑",인천 옹진군 영흥면 영흥로757번길 280,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",8,20,불가능,070-8835-6820,https://www.camfit.co.kr/camp/64d5839f3e73f7001e3b5414,https://gocamping.or.kr/upload/camp/101063/thumb/thumb_720_0628X3dKH2T7RFldJ3qu3PnW.jpeg,0,0,0,인천광역시,옹진군,126.4497582,37.2633423
캠프 비피113,민간,직영,일반야영장,충북 제천시 한수면 미륵송계로 1868,,0,0,불가능,,,,0,0,0,충청북도,제천시,128.078682067446,36.9027704492378
캠프 스테이,민간,직영,일반야영장,경북 청도군 매전면 온장길 250-40,"전기,무선인터넷,장작판매,트렘폴린,물놀이장,놀이터,산책로,마트.편의점",0,0,불가능,054-372-5816,,,0,0,0,경상북도,청도군,128.850820528748,35.6336458624519
캠프 아리울,민간,직영,일반야영장,경기 가평군 상면 청군로 1857,,0,0,불가능,,,,0,0,0,경기도,가평군,127.3056289,37.8299378
캠프 애니말,민간,직영,카라반,강원 양양군 현북면 말곡길 53-12,"전기,무선인터넷,장작판매,온수",0,0,불가능,,,https://gocamping.or.kr/upload/camp/100318/thumb/thumb_720_4551dd8uJCRn2zuFw7LuvT3m.jpg,0,0,0,강원도,양양군,128.6889562,38.0299309
캠프 어라운드,민간,직영,일반야영장,강원 홍천군 서석면 피리골길 505,"전기,무선인터넷,장작판매,트렘폴린,산책로,운동시설",0,0,불가능,,,https://gocamping.or.kr/upload/camp/100882/thumb/thumb_720_7605MBHXrqtjaQNIcmoRdAFl.jpg,23,0,0,강원도,홍천군,128.243168,37.6651559
캠프 예그리나,민간,직영,일반야영장,경기도 파주시 광탄면 쇠장이길 56,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동시설,마트.편의점",0,0,불가능,,http://campyegreena.com/test-booking-system/,https://gocamping.or.kr/upload/camp/3045/thumb/thumb_720_36939uCKIU5cOyzfJmptBxWQ.jpg,32,0,0,경기도,파주시,126.909426750647,37.7770141503345
캠프 오어즈,민간,직영,자동차야영장,강원 영월군 무릉도원면 백년계곡길 116,"전기,무선인터넷,장작판매,온수,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100346/thumb/thumb_720_5516XIauiYYyvKk4EJabITIW.jpg,0,0,0,강원도,영월군,128.2718472,37.3746937
캠프 온뜰,민간,직영,일반야영장,경기도 평택시 안중읍 서해로 1221,,0,0,,,,https://gocamping.or.kr/upload/camp/102141/thumb/thumb_720_9618XgnCENXlr4YYLVjFtPeH.jpg,0,0,0,경기도,평택시,126.94293894502,37.0024073510118
캠프 우든브릿지,민간,직영,일반야영장,강원 영월군 무릉도원면 두산길 299-8,"전기,무선인터넷,장작판매,온수,마트.편의점",3,4,불가능,,,https://gocamping.or.kr/upload/camp/100480/thumb/thumb_720_8471aoQJD9LKJajoUvkB6zoj.jpg,0,0,0,강원도,영월군,128.1647883,37.3048111
캠프 인더숲,민간,직영,자동차야영장,강원 홍천군 내촌면 가령폭포길 34,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100701/thumb/thumb_720_5935mERHQ5TmVDvdcL17rbkb.jpg,7,4,3,강원도,홍천군,128.1548976,37.8248474
캠프 일칠구,민간,직영,일반야영장,경기도 김포시 대곶면 덕포진로61번길 179,"온수,물놀이장,산책로,마트.편의점",0,0,불가능,0507-1404-7678,https://naver.me/FfBJeHgl,https://gocamping.or.kr/upload/camp/101980/thumb/thumb_720_9456K5vnQHhFWxXHQr8JSLiE.jpg,0,0,0,경기도,김포시,126.5389879159,37.6431898797136
캠프 칠랙스(Camp Chillax),민간,직영,일반야영장,강원특별자치도 삼척시 근덕면 덕산해변길 82,,0,0,불가능,0507-1388-5451,https://map.naver.com/p/entry/place/2041455430?lng=129.239611&lat=37.3857373&placePath=%2Froom%3Fentry%3Dplt&entry=plt&searchType=place,,3,9,6,강원특별자치도,삼척시,129.23960641321,37.385729236816
캠프 파지립,민간,직영,"일반야영장,글램핑",강원특별자치도 춘천시 동면 춘천순환로 923,"전기,장작판매,온수,산책로,마트.편의점",3,0,불가능,033-910-1000,https://naver.me/xt55OWGD,https://gocamping.or.kr/upload/camp/101172/thumb/thumb_720_9823lrTv5B79p8DMxBoYatWs.jpg,0,0,0,강원도,춘천시,127.7499632,37.9201844
캠프 팔공,민간,직영,일반야영장,경북 칠곡군 가산면 가산로 1215,,0,0,,,,,0,0,0,경상북도,칠곡군,128.610643479653,36.0463833213351
캠프 포레스트,민간,직영,일반야영장,경북 경주시 산내면 문복로 106,,0,0,불가능,010-2869-7574,http://www.camp-forest.com,,48,5,0,경상북도,경주시,129.066568225893,35.6485437082611
캠프 해놀,민간,직영,"자동차야영장,글램핑",충남 태안군 원북면 옥파로 1023,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",23,23,불가능,041-673-1023,https://naver.me/xxFXScRF,https://gocamping.or.kr/upload/camp/101648/thumb/thumb_720_27326ufyIWZUKcH3gkmZBMpU.jpg,13,6,0,충청남도,태안군,126.200997270995,36.8873191460121
캠프(camp)301,민간,직영,"자동차야영장,카라반",대구 군위군 산성면 산성가음로 996-2,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",14,14,가능,0507-1498-2321,"https://map.naver.com/p/entry/place/1150416943?c=15.00,0,0,0,dh&placePath=/home",https://gocamping.or.kr/upload/camp/101231/thumb/thumb_720_0512JREV5dWVEHieOXuOdlih.jpg,9,3,0,대구광역시,군위군,128.7140726,36.1460718
캠프1361,민간,직영,일반야영장,경기도 용인시 처인구 원삼면 보개원삼로 1361,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설",113,15,불가능,,"https://map.naver.com/p/entry/place/1162550635?lng=127.3081183&lat=37.1189192&placePath=%2Froom%3F&entry=plt&searchType=place&c=15.00,0,0,0,dh",https://gocamping.or.kr/upload/camp/101646/thumb/thumb_720_21578OuqKRJkWFwgikrzmY4g.jpg,6,7,6,경기도,용인시,127.308034920208,37.1156146470814
캠프1975,민간,직영,일반야영장,경기 가평군 조종면 연인산로 606,"전기,무선인터넷,장작판매,온수,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100845/thumb/thumb_720_9516Oc1HxDePZs9gggQgkDGj.jpg,8,4,0,경기도,가평군,127.385476657497,37.8554210999078
캠프202,민간,직영,자동차야영장,충북 충주시 앙성면 남한강변길 112,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",2,2,가능,0507-1312-8172,https://www.camfit.co.kr/camp/6322679ad3fee6001fa0c07f,https://gocamping.or.kr/upload/camp/100634/thumb/thumb_720_9874x3K9t9JTa86p3jOHuypg.jpg,7,0,0,충청북도,충주시,127.8111562,37.1087371
캠프241,민간,직영,일반야영장,경기 가평군 가평읍 잎너비길 18-91,"전기,장작판매,온수",4,8,불가능,,https://booking.naver.com/booking/3/bizes/987689,https://gocamping.or.kr/upload/camp/101218/thumb/thumb_720_8117m6KWYf1BZP9ohTW2YOaz.jpg,0,0,0,경기도,가평군,127.5084414,37.8430349
캠프627,민간,직영,일반야영장,경남 산청군 단성면 호암로1320번길 90-31,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100265/thumb/thumb_720_96982g7aPUS9MYvixLZ80HZl.jpg,10,19,0,경상남도,산청군,127.9176326,35.3550812
캠프99,민간,직영,일반야영장,경기 가평군 조종면 명지산로 327-131,,0,0,,031-584-9599,,https://gocamping.or.kr/upload/camp/100441/thumb/thumb_720_0691FYr1Go1PVMXrAJtwa9r8.jpg,0,0,0,경기도,가평군,127.3692762,37.9012897
캠프게이트 청평 카라반&캠핑,민간,직영,카라반,경기 가평군 청평면 호반로 1025-26,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",8,8,가능,,,https://gocamping.or.kr/upload/camp/100287/thumb/thumb_720_5425wesMNlmaUJnDtboHnRcE.jpg,0,0,0,경기도,가평군,127.4874792,37.7124497
캠프공존,민간,직영,"일반야영장,글램핑",경북 영천시 금호읍 가라골1길 90,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설",2,2,가능,0507-1322-4294,https://booking.ddnayo.com/booking-calendar-status?accommodationId=100394,https://gocamping.or.kr/upload/camp/101085/thumb/thumb_720_8510nBvq3DZU7jtvA8tdcnho.jpg,37,8,0,경상북도,영천시,128.8610101,35.9209623
캠프그라운드 성지,민간,직영,자동차야영장,경기 안성시 원곡면 천덕산로 857-1,,0,0,불가능,,,,0,0,0,경기도,안성시,127.173114983046,37.067443697591
캠프그라운드 화온,민간,직영,일반야영장,충남 아산시 영인면 고룡산로 512-37,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",6,6,가능,0507-1373-3109,https://m.thankqcamping.com/resv/view.hbb?cseq=6308&go_main=Y&path=RP,https://gocamping.or.kr/upload/camp/101029/thumb/thumb_720_5753rLG9m9Ch51N13zE5xjZ9.jpg,27,1,1,충청남도,아산시,126.9819311,36.8843502
캠프그라운드 화우,민간,직영,자동차야영장,경기 안성시 원곡면 천덕산로 857-2,,0,0,불가능,0507-1341-3109,,,0,0,0,경기도,안성시,127.173675274116,37.0680770523029
캠프그레잇,민간,직영,일반야영장,경기도 김포시 양촌읍 김포한강4로369번길 77,"무선인터넷,온수,물놀이장,놀이터,운동장,마트.편의점",2,0,가능(소형견),010-7720-5484,https://instagram.com/camp_greeat,,10,1,0,경기도,김포시,126.643804744621,37.6480833920096
캠프그룬,국립,직영,자동차야영장,전남광주통합특별시 완도군 신지면 울몰길 51-5,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",19,19,불가능,010-7272-2289,https://www.instagram.com/camp_grun,https://gocamping.or.kr/upload/camp/100798/thumb/thumb_720_338949AEtNAkhE0mR3MV1NY0.jpg,0,0,0,전남광주통합특별시,완도군,126.833717969093,34.3297719423306
캠프그린비,민간,직영,일반야영장,충북 괴산군 청천면 도경로 76-181,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",4,4,가능,010-8887-9766,홈페이지 https://www.instagram.com/campgrinb,https://gocamping.or.kr/upload/camp/101937/thumb/thumb_720_4027hkDOFf4Py6ZqdKucBrgD.jpg,13,0,0,충청북도,괴산군,127.803531916716,36.6835586193272
캠프나인,민간,직영,일반야영장,강원특별자치도 춘천시 남면 충효로 1752,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",7,7,불가능,0507-1322-2025,https://naver.me/IIt7zYuD,https://gocamping.or.kr/upload/camp/101476/thumb/thumb_720_7762m8jXZr6gDUciSVkxvuZy.jpg,0,0,0,강원도,춘천시,127.570289101048,37.7606896848712
캠프다온,민간,직영,일반야영장,경기 포천시 영북면 방골길 688-11,"전기,무선인터넷,온수,트렘폴린,물놀이장,운동시설",0,0,가능(소형견),,,https://gocamping.or.kr/upload/camp/101214/thumb/thumb_720_8367A1CMF93uOjw59EQY6API.jpg,54,23,0,경기도,포천시,127.2480882,38.0753194
캠프달링,민간,직영,"자동차야영장,글램핑",충남 공주시 정안면 개티길 20,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",31,31,가능,010-4417-7777,https://camfit.co.kr/camp/636b690657070f001e454d4e,https://gocamping.or.kr/upload/camp/100676/thumb/thumb_720_3921YIrfwwWkuPrgQgrBvYqK.jpg,12,8,1,충청남도,공주시,127.0791600,36.6332007
캠프더쉼,,직영,일반야영장,전북특별자치도 완주군 동상면 송광수만로 1079-15,,0,0,,,,,0,0,0,전라북도,완주군,127.26884594753,35.9297837238673
캠프도고,민간,직영,일반야영장,충청남도 아산시 선장면 삼봉로 70 ,온수,0,0,불가능,,,,0,0,0,충청남도,아산시,126.873020565671,36.7754790298749
캠프라임,민간,직영,일반야영장,경남 양산시 원동면 원동로 1837-2,,0,0,불가능,010-4621-8717,,https://gocamping.or.kr/upload/camp/7488/thumb/thumb_720_6755ubLlQ0HpwWRuAGGyETCo.jpg,0,0,0,경상남도,양산시,128.921141168005,35.391916854961
캠프레이크,지자체,직영,"일반야영장,글램핑",경기 용인시 기흥구 동탄기흥로785번길 21-5 (고매동),"전기,무선인터넷,장작판매,온수,운동시설",2,2,불가능,010-2456-5390,,https://gocamping.or.kr/upload/camp/3049/thumb/thumb_720_7323itITtqY5f4vW489PZhC6.jpg,0,0,0,경기도,용인시,127.100071825855,37.2273577542744
캠프리조트 리포비치,,직영,일반야영장,충청남도 태안군 소원면 가락골길 8,,0,0,,,,,0,0,0,충청남도,태안군,126.141027098115,36.7837242764481
캠프리카캠핑장,민간,직영,"일반야영장,글램핑",경기 양주시 백석읍 기산로440번길 127,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설",12,2,불가능,,http://gisan.yangjusarang.com/index.htm,https://gocamping.or.kr/upload/camp/3050/thumb/thumb_720_3721R2guaQaxXOJnRqvpaTcO.jpg,40,0,0,경기도,양주시,126.9389785,37.7701966
캠프마징가,민간,직영,"일반야영장,글램핑",경북 청도군 청도읍 청매로 283-20,"전기,온수,물놀이장,운동장,운동시설,마트.편의점",2,2,가능(소형견),0507-1470-0826,"https://map.naver.com/p/entry/place/1016069079?c=16.76,0,0,0,dh",https://gocamping.or.kr/upload/camp/100964/thumb/thumb_720_7817oVXfb5iWHdI6S1tHIkDt.jpg,2,0,0,경상북도,청도군,128.7931510,35.5753168
캠프봉봉,민간,직영,일반야영장,경기 가평군 설악면 미사리로 666-30,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",0,0,불가능,507-1458-7752,,https://gocamping.or.kr/upload/camp/100823/thumb/thumb_720_4180SJKntCMbQzb3J5xh7lli.jpg,5,4,10,경기도,가평군,127.5421034,37.7098381
캠프빌리지,,직영,"일반야영장,카라반,글램핑",경남 거제시 장목면 옥포대첩로 1375,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",4,0,가능,055-636-1002,https://campvillage.co.kr/reserve.html,https://gocamping.or.kr/upload/camp/101252/thumb/thumb_720_8489eVcPbSKpsRy3f0D2Mw35.jpg,0,0,0,경상남도,거제시,128.6947951,34.9725201
캠프빌리지 345,민간,직영,일반야영장,경기도 포천시 영북면 소회산리 345-1 ,,0,0,,,,,8,0,0,경기도,포천시,127.236887911449,38.0983659593894
캠프뽀미에,민간,직영,자동차야영장,경남 밀양시 산내면 발례로 163,"전기,장작판매,온수",4,3,가능,055-355-5255,https://naver.me/5LoX8th1,https://gocamping.or.kr/upload/camp/100797/thumb/thumb_720_7980mFuqCEO4ng8BVIDrgKiF.jpg,0,0,0,경상남도,밀양시,128.8893600,35.5687948
캠프스테이,,직영,일반야영장,경기도 가평군 설악면 가마소길 17-500,"전기,무선인터넷,장작판매,트렘폴린,물놀이장",1,1,불가능,010-9283-8360,https://www.camfit.co.kr/camp/6861f88679c379001d1e6804,https://gocamping.or.kr/upload/camp/7583/thumb/thumb_720_46213hZCN2IP0oK1LEHwjYqt.jpg,0,0,0,경기도,가평군,127.475134398353,37.6335722303804
캠프스테이 청도,민간,직영,일반야영장,경북 청도군 매전면 온장길 250-26,,0,0,,,,,0,0,0,경상북도,청도군,128.850388468467,35.6330942480209
캠프아이엔지,민간,직영,자동차야영장,경북 경주시 강동면 호명큰골길 47,"전기,무선인터넷,장작판매,트렘폴린,물놀이장,산책로,운동시설,마트.편의점",2,2,불가능,010-4362-3366,https://cafe.naver.com/kjcamping/2036,https://gocamping.or.kr/upload/camp/3046/thumb/thumb_720_6154Epty6507tmIuaSpGFaKi.jpg,29,1,0,경상북도,경주시,129.252522746567,35.9690993107154
캠프어게인,민간,직영,"일반야영장,자동차야영장",경북 경주시 내남면 화계로 418-4,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",15,18,가능,,https://cafe.naver.com/campagain,https://gocamping.or.kr/upload/camp/101143/thumb/thumb_720_9130WT4j1ScOFTjA4KaJnyMl.jpg,0,0,0,경상북도,경주시,129.1689864,35.7735473
캠프우아,민간,직영,일반야영장,충북 단양군 영춘면 김삿갓로 138,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",25,25,불가능,0507-1494-1398,,https://gocamping.or.kr/upload/camp/100817/thumb/thumb_720_36937oqX4OlyunfHDuHhIQd4.jpg,15,5,3,충청북도,단양군,128.6053621,37.0771392
캠프운악Hi,민간,직영,일반야영장,경기 포천시 일동면 영일로 665-5,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",2,2,불가능,010-8458-8141,https://www.campunak.co.kr/Reservation/Reservation_Status.aspx,https://gocamping.or.kr/upload/camp/101775/thumb/thumb_720_85312ESUhnhiqgp4y2Ilbl3c.jpg,18,11,1,경기도,포천시,127.275972301942,37.9382210431449
